"","atm_id","horario","Total_fallas","score","riesgo_fallo"
"5241","3085","Tarde",1,0.00671140939597315,"Muy bajo"
"5242","3086","Madrugada",1,0.00671140939597315,"Muy bajo"
"5243","3086","Mañana",2,0.0134228187919463,"Bajo"
"5244","3086","Noche",2,0.0134228187919463,"Bajo"
"5245","3086","Tarde",2,0.0134228187919463,"Bajo"
"5246","3087","Madrugada",5,0.0335570469798658,"Bajo"
"5247","3087","Mañana",2,0.0134228187919463,"Bajo"
"5248","3087","Noche",4,0.0268456375838926,"Bajo"
"5249","3087","Tarde",3,0.0201342281879195,"Bajo"
"5250","3088","Madrugada",5,0.0335570469798658,"Bajo"
"5251","3088","Noche",1,0.00671140939597315,"Muy bajo"
"5252","3088","Tarde",2,0.0134228187919463,"Bajo"
"5253","3089","Madrugada",2,0.0134228187919463,"Bajo"
"5254","3089","Mañana",1,0.00671140939597315,"Muy bajo"
"5255","3089","Noche",1,0.00671140939597315,"Muy bajo"
"5256","3089","Tarde",4,0.0268456375838926,"Bajo"
"5257","309","Mañana",2,0.0134228187919463,"Bajo"
"5258","3090","Madrugada",4,0.0268456375838926,"Bajo"
"5259","3090","Mañana",3,0.0201342281879195,"Bajo"
"5260","3090","Noche",2,0.0134228187919463,"Bajo"
"5261","3090","Tarde",7,0.0469798657718121,"Bajo"
"5262","3091","Mañana",4,0.0268456375838926,"Bajo"
"5263","3091","Tarde",2,0.0134228187919463,"Bajo"
"5264","3092","Mañana",3,0.0201342281879195,"Bajo"
"5265","3092","Noche",1,0.00671140939597315,"Muy bajo"
"5266","3093","Madrugada",3,0.0201342281879195,"Bajo"
"5267","3093","Mañana",4,0.0268456375838926,"Bajo"
"5268","3093","Noche",3,0.0201342281879195,"Bajo"
"5269","3093","Tarde",3,0.0201342281879195,"Bajo"
"5270","3094","Madrugada",7,0.0469798657718121,"Bajo"
"5271","3094","Mañana",1,0.00671140939597315,"Muy bajo"
"5272","3094","Noche",2,0.0134228187919463,"Bajo"
"5273","3094","Tarde",6,0.0402684563758389,"Bajo"
"5274","3095","Madrugada",6,0.0402684563758389,"Bajo"
"5275","3095","Mañana",2,0.0134228187919463,"Bajo"
"5276","3095","Noche",7,0.0469798657718121,"Bajo"
"5277","3095","Tarde",5,0.0335570469798658,"Bajo"
"5278","3097","Mañana",4,0.0268456375838926,"Bajo"
"5279","3097","Tarde",2,0.0134228187919463,"Bajo"
"5280","3098","Madrugada",1,0.00671140939597315,"Muy bajo"
"5281","3098","Mañana",4,0.0268456375838926,"Bajo"
"5282","3098","Noche",3,0.0201342281879195,"Bajo"
"5283","3098","Tarde",10,0.0671140939597315,"Moderado"
"5284","3099","Madrugada",1,0.00671140939597315,"Muy bajo"
"5285","3099","Noche",2,0.0134228187919463,"Bajo"
"5286","31","Madrugada",1,0.00671140939597315,"Muy bajo"
"5287","31","Mañana",3,0.0201342281879195,"Bajo"
"5288","31","Noche",2,0.0134228187919463,"Bajo"
"5289","310","Madrugada",3,0.0201342281879195,"Bajo"
"5290","310","Mañana",2,0.0134228187919463,"Bajo"
"5291","310","Noche",3,0.0201342281879195,"Bajo"
"5292","310","Tarde",2,0.0134228187919463,"Bajo"
"5293","3101","Madrugada",2,0.0134228187919463,"Bajo"
"5294","3101","Mañana",5,0.0335570469798658,"Bajo"
"5295","3101","Noche",3,0.0201342281879195,"Bajo"
"5296","3101","Tarde",4,0.0268456375838926,"Bajo"
"5297","3102","Madrugada",1,0.00671140939597315,"Muy bajo"
"5298","3102","Mañana",1,0.00671140939597315,"Muy bajo"
"5299","3102","Noche",2,0.0134228187919463,"Bajo"
"5300","3102","Tarde",2,0.0134228187919463,"Bajo"
"5301","3103","Mañana",1,0.00671140939597315,"Muy bajo"
"5302","3103","Tarde",3,0.0201342281879195,"Bajo"
"5303","3104","Madrugada",2,0.0134228187919463,"Bajo"
"5304","3104","Mañana",3,0.0201342281879195,"Bajo"
"5305","3104","Noche",1,0.00671140939597315,"Muy bajo"
"5306","3104","Tarde",2,0.0134228187919463,"Bajo"
"5307","3105","Mañana",5,0.0335570469798658,"Bajo"
"5308","3105","Noche",2,0.0134228187919463,"Bajo"
"5309","3105","Tarde",6,0.0402684563758389,"Bajo"
"5310","3106","Madrugada",2,0.0134228187919463,"Bajo"
"5311","3106","Mañana",3,0.0201342281879195,"Bajo"
"5312","3106","Noche",2,0.0134228187919463,"Bajo"
"5313","3106","Tarde",2,0.0134228187919463,"Bajo"
"5314","3108","Madrugada",1,0.00671140939597315,"Muy bajo"
"5315","3108","Mañana",6,0.0402684563758389,"Bajo"
"5316","3108","Noche",1,0.00671140939597315,"Muy bajo"
"5317","3108","Tarde",3,0.0201342281879195,"Bajo"
"5318","3109","Mañana",4,0.0268456375838926,"Bajo"
"5319","3109","Tarde",3,0.0201342281879195,"Bajo"
"5320","311","Madrugada",1,0.00671140939597315,"Muy bajo"
"5321","311","Noche",2,0.0134228187919463,"Bajo"
"5322","311","Tarde",3,0.0201342281879195,"Bajo"
"5323","3111","Madrugada",5,0.0335570469798658,"Bajo"
"5324","3111","Mañana",10,0.0671140939597315,"Moderado"
"5325","3111","Noche",13,0.087248322147651,"Moderado"
"5326","3111","Tarde",3,0.0201342281879195,"Bajo"
"5327","3113","Mañana",1,0.00671140939597315,"Muy bajo"
"5328","3113","Tarde",1,0.00671140939597315,"Muy bajo"
"5329","3115","Madrugada",2,0.0134228187919463,"Bajo"
"5330","3115","Mañana",5,0.0335570469798658,"Bajo"
"5331","3115","Noche",1,0.00671140939597315,"Muy bajo"
"5332","3115","Tarde",2,0.0134228187919463,"Bajo"
"5333","3116","Tarde",3,0.0201342281879195,"Bajo"
"5334","3117","Madrugada",1,0.00671140939597315,"Muy bajo"
"5335","3117","Mañana",3,0.0201342281879195,"Bajo"
"5336","3117","Noche",2,0.0134228187919463,"Bajo"
"5337","3117","Tarde",3,0.0201342281879195,"Bajo"
"5338","3118","Mañana",1,0.00671140939597315,"Muy bajo"
"5339","3118","Noche",1,0.00671140939597315,"Muy bajo"
"5340","3119","Mañana",2,0.0134228187919463,"Bajo"
"5341","3119","Tarde",2,0.0134228187919463,"Bajo"
"5342","312","Madrugada",2,0.0134228187919463,"Bajo"
"5343","312","Noche",2,0.0134228187919463,"Bajo"
"5344","312","Tarde",2,0.0134228187919463,"Bajo"
"5345","3120","Madrugada",1,0.00671140939597315,"Muy bajo"
"5346","3120","Mañana",5,0.0335570469798658,"Bajo"
"5347","3120","Noche",3,0.0201342281879195,"Bajo"
"5348","3120","Tarde",7,0.0469798657718121,"Bajo"
"5349","3121","Madrugada",1,0.00671140939597315,"Muy bajo"
"5350","3121","Mañana",1,0.00671140939597315,"Muy bajo"
"5351","3121","Noche",2,0.0134228187919463,"Bajo"
"5352","3123","Madrugada",1,0.00671140939597315,"Muy bajo"
"5353","3123","Mañana",1,0.00671140939597315,"Muy bajo"
"5354","3123","Noche",2,0.0134228187919463,"Bajo"
"5355","3125","Noche",1,0.00671140939597315,"Muy bajo"
"5356","3127","Madrugada",1,0.00671140939597315,"Muy bajo"
"5357","3127","Mañana",5,0.0335570469798658,"Bajo"
"5358","3127","Tarde",2,0.0134228187919463,"Bajo"
"5359","3128","Madrugada",2,0.0134228187919463,"Bajo"
"5360","3128","Noche",1,0.00671140939597315,"Muy bajo"
"5361","3129","Madrugada",1,0.00671140939597315,"Muy bajo"
"5362","3129","Mañana",1,0.00671140939597315,"Muy bajo"
"5363","313","Madrugada",4,0.0268456375838926,"Bajo"
"5364","313","Mañana",2,0.0134228187919463,"Bajo"
"5365","313","Noche",2,0.0134228187919463,"Bajo"
"5366","313","Tarde",2,0.0134228187919463,"Bajo"
"5367","3130","Mañana",2,0.0134228187919463,"Bajo"
"5368","3130","Tarde",1,0.00671140939597315,"Muy bajo"
"5369","3131","Madrugada",1,0.00671140939597315,"Muy bajo"
"5370","3131","Noche",2,0.0134228187919463,"Bajo"
"5371","3131","Tarde",1,0.00671140939597315,"Muy bajo"
"5372","3132","Madrugada",3,0.0201342281879195,"Bajo"
"5373","3132","Mañana",1,0.00671140939597315,"Muy bajo"
"5374","3133","Madrugada",2,0.0134228187919463,"Bajo"
"5375","3133","Mañana",1,0.00671140939597315,"Muy bajo"
"5376","3133","Tarde",1,0.00671140939597315,"Muy bajo"
"5377","3134","Madrugada",5,0.0335570469798658,"Bajo"
"5378","3134","Mañana",4,0.0268456375838926,"Bajo"
"5379","3134","Noche",1,0.00671140939597315,"Muy bajo"
"5380","3134","Tarde",2,0.0134228187919463,"Bajo"
"5381","3135","Mañana",2,0.0134228187919463,"Bajo"
"5382","3135","Tarde",1,0.00671140939597315,"Muy bajo"
"5383","3136","Madrugada",7,0.0469798657718121,"Bajo"
"5384","3136","Mañana",8,0.0536912751677852,"Moderado"
"5385","3136","Noche",1,0.00671140939597315,"Muy bajo"
"5386","3136","Tarde",3,0.0201342281879195,"Bajo"
"5387","3137","Mañana",9,0.0604026845637584,"Moderado"
"5388","3137","Noche",2,0.0134228187919463,"Bajo"
"5389","3137","Tarde",7,0.0469798657718121,"Bajo"
"5390","3138","Madrugada",3,0.0201342281879195,"Bajo"
"5391","3138","Mañana",6,0.0402684563758389,"Bajo"
"5392","3138","Noche",1,0.00671140939597315,"Muy bajo"
"5393","3138","Tarde",2,0.0134228187919463,"Bajo"
"5394","3141","Madrugada",2,0.0134228187919463,"Bajo"
"5395","3141","Noche",2,0.0134228187919463,"Bajo"
"5396","3141","Tarde",1,0.00671140939597315,"Muy bajo"
"5397","3142","Mañana",2,0.0134228187919463,"Bajo"
"5398","3143","Madrugada",1,0.00671140939597315,"Muy bajo"
"5399","3143","Mañana",2,0.0134228187919463,"Bajo"
"5400","3143","Noche",1,0.00671140939597315,"Muy bajo"
"5401","3143","Tarde",3,0.0201342281879195,"Bajo"
"5402","3144","Madrugada",2,0.0134228187919463,"Bajo"
"5403","3144","Mañana",6,0.0402684563758389,"Bajo"
"5404","3144","Noche",3,0.0201342281879195,"Bajo"
"5405","3144","Tarde",8,0.0536912751677852,"Moderado"
"5406","3145","Mañana",3,0.0201342281879195,"Bajo"
"5407","3145","Noche",3,0.0201342281879195,"Bajo"
"5408","3145","Tarde",3,0.0201342281879195,"Bajo"
"5409","3146","Mañana",1,0.00671140939597315,"Muy bajo"
"5410","3146","Tarde",1,0.00671140939597315,"Muy bajo"
"5411","3147","Madrugada",1,0.00671140939597315,"Muy bajo"
"5412","3147","Mañana",2,0.0134228187919463,"Bajo"
"5413","3147","Tarde",4,0.0268456375838926,"Bajo"
"5414","3148","Madrugada",2,0.0134228187919463,"Bajo"
"5415","3148","Mañana",1,0.00671140939597315,"Muy bajo"
"5416","3148","Noche",1,0.00671140939597315,"Muy bajo"
"5417","3148","Tarde",1,0.00671140939597315,"Muy bajo"
"5418","3149","Mañana",1,0.00671140939597315,"Muy bajo"
"5419","3149","Tarde",2,0.0134228187919463,"Bajo"
"5420","315","Mañana",1,0.00671140939597315,"Muy bajo"
"5421","3150","Mañana",3,0.0201342281879195,"Bajo"
"5422","3151","Madrugada",1,0.00671140939597315,"Muy bajo"
"5423","3151","Tarde",3,0.0201342281879195,"Bajo"
"5424","3152","Madrugada",1,0.00671140939597315,"Muy bajo"
"5425","3152","Mañana",4,0.0268456375838926,"Bajo"
"5426","3152","Noche",2,0.0134228187919463,"Bajo"
"5427","3152","Tarde",2,0.0134228187919463,"Bajo"
"5428","3153","Madrugada",1,0.00671140939597315,"Muy bajo"
"5429","3153","Mañana",3,0.0201342281879195,"Bajo"
"5430","3153","Noche",3,0.0201342281879195,"Bajo"
"5431","3153","Tarde",1,0.00671140939597315,"Muy bajo"
"5432","3155","Madrugada",5,0.0335570469798658,"Bajo"
"5433","3155","Mañana",3,0.0201342281879195,"Bajo"
"5434","3155","Noche",2,0.0134228187919463,"Bajo"
"5435","3155","Tarde",2,0.0134228187919463,"Bajo"
"5436","3156","Madrugada",1,0.00671140939597315,"Muy bajo"
"5437","3156","Mañana",4,0.0268456375838926,"Bajo"
"5438","3156","Noche",1,0.00671140939597315,"Muy bajo"
"5439","3156","Tarde",11,0.0738255033557047,"Moderado"
"5440","3158","Mañana",1,0.00671140939597315,"Muy bajo"
"5441","3158","Noche",2,0.0134228187919463,"Bajo"
"5442","3158","Tarde",2,0.0134228187919463,"Bajo"
"5443","3159","Mañana",4,0.0268456375838926,"Bajo"
"5444","316","Madrugada",5,0.0335570469798658,"Bajo"
"5445","316","Noche",2,0.0134228187919463,"Bajo"
"5446","3160","Mañana",3,0.0201342281879195,"Bajo"
"5447","3161","Mañana",4,0.0268456375838926,"Bajo"
"5448","3161","Tarde",1,0.00671140939597315,"Muy bajo"
"5449","3162","Madrugada",2,0.0134228187919463,"Bajo"
"5450","3162","Mañana",3,0.0201342281879195,"Bajo"
"5451","3162","Tarde",8,0.0536912751677852,"Moderado"
"5452","3163","Madrugada",1,0.00671140939597315,"Muy bajo"
"5453","3163","Mañana",3,0.0201342281879195,"Bajo"
"5454","3163","Tarde",4,0.0268456375838926,"Bajo"
"5455","3164","Madrugada",1,0.00671140939597315,"Muy bajo"
"5456","3164","Mañana",4,0.0268456375838926,"Bajo"
"5457","3164","Noche",2,0.0134228187919463,"Bajo"
"5458","3164","Tarde",5,0.0335570469798658,"Bajo"
"5459","3165","Mañana",1,0.00671140939597315,"Muy bajo"
"5460","3165","Noche",1,0.00671140939597315,"Muy bajo"
"5461","3168","Mañana",1,0.00671140939597315,"Muy bajo"
"5462","3168","Noche",1,0.00671140939597315,"Muy bajo"
"5463","317","Madrugada",1,0.00671140939597315,"Muy bajo"
"5464","317","Noche",2,0.0134228187919463,"Bajo"
"5465","3170","Madrugada",2,0.0134228187919463,"Bajo"
"5466","3170","Tarde",1,0.00671140939597315,"Muy bajo"
"5467","3171","Mañana",1,0.00671140939597315,"Muy bajo"
"5468","3171","Noche",1,0.00671140939597315,"Muy bajo"
"5469","3171","Tarde",3,0.0201342281879195,"Bajo"
"5470","3172","Mañana",3,0.0201342281879195,"Bajo"
"5471","3172","Noche",1,0.00671140939597315,"Muy bajo"
"5472","3172","Tarde",2,0.0134228187919463,"Bajo"
"5473","3173","Mañana",3,0.0201342281879195,"Bajo"
"5474","3173","Tarde",5,0.0335570469798658,"Bajo"
"5475","3174","Madrugada",1,0.00671140939597315,"Muy bajo"
"5476","3174","Mañana",4,0.0268456375838926,"Bajo"
"5477","3174","Tarde",3,0.0201342281879195,"Bajo"
"5478","3175","Mañana",3,0.0201342281879195,"Bajo"
"5479","3176","Madrugada",1,0.00671140939597315,"Muy bajo"
"5480","3176","Mañana",2,0.0134228187919463,"Bajo"
"5481","3176","Tarde",5,0.0335570469798658,"Bajo"
"5482","3177","Madrugada",4,0.0268456375838926,"Bajo"
"5483","3177","Noche",1,0.00671140939597315,"Muy bajo"
"5484","3177","Tarde",3,0.0201342281879195,"Bajo"
"5485","3178","Madrugada",8,0.0536912751677852,"Moderado"
"5486","3178","Mañana",14,0.0939597315436242,"Moderado"
"5487","3178","Noche",4,0.0268456375838926,"Bajo"
"5488","3178","Tarde",16,0.10738255033557,"Moderado"
"5489","3179","Madrugada",1,0.00671140939597315,"Muy bajo"
"5490","3179","Mañana",1,0.00671140939597315,"Muy bajo"
"5491","3179","Noche",1,0.00671140939597315,"Muy bajo"
"5492","318","Madrugada",6,0.0402684563758389,"Bajo"
"5493","318","Mañana",3,0.0201342281879195,"Bajo"
"5494","318","Noche",2,0.0134228187919463,"Bajo"
"5495","318","Tarde",1,0.00671140939597315,"Muy bajo"
"5496","3180","Noche",2,0.0134228187919463,"Bajo"
"5497","3180","Tarde",2,0.0134228187919463,"Bajo"
"5498","3181","Mañana",1,0.00671140939597315,"Muy bajo"
"5499","3181","Noche",1,0.00671140939597315,"Muy bajo"
"5500","3182","Madrugada",2,0.0134228187919463,"Bajo"
"5501","3182","Mañana",3,0.0201342281879195,"Bajo"
"5502","3182","Noche",1,0.00671140939597315,"Muy bajo"
"5503","3183","Mañana",2,0.0134228187919463,"Bajo"
"5504","3183","Tarde",1,0.00671140939597315,"Muy bajo"
"5505","3184","Mañana",1,0.00671140939597315,"Muy bajo"
"5506","3184","Tarde",1,0.00671140939597315,"Muy bajo"
"5507","3185","Mañana",1,0.00671140939597315,"Muy bajo"
"5508","3186","Madrugada",3,0.0201342281879195,"Bajo"
"5509","3186","Mañana",3,0.0201342281879195,"Bajo"
"5510","3186","Noche",1,0.00671140939597315,"Muy bajo"
"5511","3186","Tarde",3,0.0201342281879195,"Bajo"
"5512","3187","Mañana",4,0.0268456375838926,"Bajo"
"5513","3187","Tarde",3,0.0201342281879195,"Bajo"
"5514","3188","Madrugada",6,0.0402684563758389,"Bajo"
"5515","3188","Mañana",8,0.0536912751677852,"Moderado"
"5516","3188","Noche",1,0.00671140939597315,"Muy bajo"
"5517","3188","Tarde",3,0.0201342281879195,"Bajo"
"5518","3189","Madrugada",6,0.0402684563758389,"Bajo"
"5519","3189","Mañana",1,0.00671140939597315,"Muy bajo"
"5520","3189","Noche",1,0.00671140939597315,"Muy bajo"
"5521","3189","Tarde",5,0.0335570469798658,"Bajo"
"5522","319","Madrugada",1,0.00671140939597315,"Muy bajo"
"5523","319","Mañana",1,0.00671140939597315,"Muy bajo"
"5524","319","Noche",2,0.0134228187919463,"Bajo"
"5525","3190","Madrugada",6,0.0402684563758389,"Bajo"
"5526","3190","Mañana",3,0.0201342281879195,"Bajo"
"5527","3190","Noche",1,0.00671140939597315,"Muy bajo"
"5528","3190","Tarde",1,0.00671140939597315,"Muy bajo"
"5529","3191","Madrugada",2,0.0134228187919463,"Bajo"
"5530","3191","Mañana",7,0.0469798657718121,"Bajo"
"5531","3191","Noche",3,0.0201342281879195,"Bajo"
"5532","3192","Madrugada",4,0.0268456375838926,"Bajo"
"5533","3192","Mañana",5,0.0335570469798658,"Bajo"
"5534","3192","Noche",2,0.0134228187919463,"Bajo"
"5535","3192","Tarde",9,0.0604026845637584,"Moderado"
"5536","3193","Madrugada",1,0.00671140939597315,"Muy bajo"
"5537","3193","Mañana",1,0.00671140939597315,"Muy bajo"
"5538","3193","Noche",2,0.0134228187919463,"Bajo"
"5539","3193","Tarde",2,0.0134228187919463,"Bajo"
"5540","3194","Madrugada",1,0.00671140939597315,"Muy bajo"
"5541","3194","Mañana",1,0.00671140939597315,"Muy bajo"
"5542","3194","Tarde",3,0.0201342281879195,"Bajo"
"5543","3195","Tarde",1,0.00671140939597315,"Muy bajo"
"5544","3196","Mañana",4,0.0268456375838926,"Bajo"
"5545","3196","Tarde",9,0.0604026845637584,"Moderado"
"5546","3197","Tarde",2,0.0134228187919463,"Bajo"
"5547","3198","Mañana",2,0.0134228187919463,"Bajo"
"5548","3198","Noche",1,0.00671140939597315,"Muy bajo"
"5549","3198","Tarde",3,0.0201342281879195,"Bajo"
"5550","3199","Mañana",4,0.0268456375838926,"Bajo"
"5551","3199","Noche",2,0.0134228187919463,"Bajo"
"5552","3199","Tarde",7,0.0469798657718121,"Bajo"
"5553","32","Madrugada",6,0.0402684563758389,"Bajo"
"5554","32","Mañana",3,0.0201342281879195,"Bajo"
"5555","32","Noche",2,0.0134228187919463,"Bajo"
"5556","32","Tarde",2,0.0134228187919463,"Bajo"
"5557","320","Madrugada",3,0.0201342281879195,"Bajo"
"5558","320","Mañana",4,0.0268456375838926,"Bajo"
"5559","320","Noche",2,0.0134228187919463,"Bajo"
"5560","320","Tarde",3,0.0201342281879195,"Bajo"
"5561","3200","Madrugada",1,0.00671140939597315,"Muy bajo"
"5562","3200","Mañana",3,0.0201342281879195,"Bajo"
"5563","3200","Noche",1,0.00671140939597315,"Muy bajo"
"5564","3200","Tarde",3,0.0201342281879195,"Bajo"
"5565","3201","Madrugada",2,0.0134228187919463,"Bajo"
"5566","3202","Mañana",2,0.0134228187919463,"Bajo"
"5567","3202","Tarde",1,0.00671140939597315,"Muy bajo"
"5568","3203","Madrugada",1,0.00671140939597315,"Muy bajo"
"5569","3203","Mañana",9,0.0604026845637584,"Moderado"
"5570","3203","Noche",3,0.0201342281879195,"Bajo"
"5571","3203","Tarde",5,0.0335570469798658,"Bajo"
"5572","3204","Madrugada",3,0.0201342281879195,"Bajo"
"5573","3204","Mañana",2,0.0134228187919463,"Bajo"
"5574","3204","Noche",1,0.00671140939597315,"Muy bajo"
"5575","3204","Tarde",1,0.00671140939597315,"Muy bajo"
"5576","3205","Mañana",4,0.0268456375838926,"Bajo"
"5577","3205","Noche",1,0.00671140939597315,"Muy bajo"
"5578","3205","Tarde",2,0.0134228187919463,"Bajo"
"5579","3206","Madrugada",1,0.00671140939597315,"Muy bajo"
"5580","3206","Tarde",1,0.00671140939597315,"Muy bajo"
"5581","3207","Madrugada",1,0.00671140939597315,"Muy bajo"
"5582","3207","Mañana",2,0.0134228187919463,"Bajo"
"5583","3207","Tarde",3,0.0201342281879195,"Bajo"
"5584","3209","Mañana",2,0.0134228187919463,"Bajo"
"5585","3209","Tarde",8,0.0536912751677852,"Moderado"
"5586","321","Madrugada",4,0.0268456375838926,"Bajo"
"5587","321","Mañana",10,0.0671140939597315,"Moderado"
"5588","321","Noche",2,0.0134228187919463,"Bajo"
"5589","321","Tarde",9,0.0604026845637584,"Moderado"
"5590","3210","Madrugada",2,0.0134228187919463,"Bajo"
"5591","3210","Mañana",6,0.0402684563758389,"Bajo"
"5592","3210","Noche",1,0.00671140939597315,"Muy bajo"
"5593","3210","Tarde",2,0.0134228187919463,"Bajo"
"5594","3211","Mañana",1,0.00671140939597315,"Muy bajo"
"5595","3211","Tarde",1,0.00671140939597315,"Muy bajo"
"5596","3212","Tarde",1,0.00671140939597315,"Muy bajo"
"5597","3213","Mañana",1,0.00671140939597315,"Muy bajo"
"5598","3213","Tarde",2,0.0134228187919463,"Bajo"
"5599","3214","Madrugada",1,0.00671140939597315,"Muy bajo"
"5600","3214","Mañana",4,0.0268456375838926,"Bajo"
"5601","3214","Noche",1,0.00671140939597315,"Muy bajo"
"5602","3214","Tarde",5,0.0335570469798658,"Bajo"
"5603","3215","Madrugada",2,0.0134228187919463,"Bajo"
"5604","3215","Mañana",9,0.0604026845637584,"Moderado"
"5605","3215","Noche",3,0.0201342281879195,"Bajo"
"5606","3215","Tarde",13,0.087248322147651,"Moderado"
"5607","3216","Madrugada",1,0.00671140939597315,"Muy bajo"
"5608","3216","Mañana",3,0.0201342281879195,"Bajo"
"5609","3216","Noche",1,0.00671140939597315,"Muy bajo"
"5610","3216","Tarde",4,0.0268456375838926,"Bajo"
"5611","3217","Madrugada",3,0.0201342281879195,"Bajo"
"5612","3217","Mañana",5,0.0335570469798658,"Bajo"
"5613","3217","Noche",3,0.0201342281879195,"Bajo"
"5614","3217","Tarde",3,0.0201342281879195,"Bajo"
"5615","3218","Madrugada",6,0.0402684563758389,"Bajo"
"5616","3218","Mañana",4,0.0268456375838926,"Bajo"
"5617","3218","Noche",2,0.0134228187919463,"Bajo"
"5618","3218","Tarde",1,0.00671140939597315,"Muy bajo"
"5619","3219","Mañana",1,0.00671140939597315,"Muy bajo"
"5620","3219","Tarde",1,0.00671140939597315,"Muy bajo"
"5621","322","Madrugada",4,0.0268456375838926,"Bajo"
"5622","322","Mañana",1,0.00671140939597315,"Muy bajo"
"5623","322","Noche",1,0.00671140939597315,"Muy bajo"
"5624","3220","Mañana",9,0.0604026845637584,"Moderado"
"5625","3220","Noche",3,0.0201342281879195,"Bajo"
"5626","3220","Tarde",4,0.0268456375838926,"Bajo"
"5627","3221","Mañana",1,0.00671140939597315,"Muy bajo"
"5628","3221","Tarde",5,0.0335570469798658,"Bajo"
"5629","3222","Madrugada",1,0.00671140939597315,"Muy bajo"
"5630","3222","Mañana",3,0.0201342281879195,"Bajo"
"5631","3222","Tarde",3,0.0201342281879195,"Bajo"
"5632","3223","Mañana",4,0.0268456375838926,"Bajo"
"5633","3223","Noche",1,0.00671140939597315,"Muy bajo"
"5634","3223","Tarde",10,0.0671140939597315,"Moderado"
"5635","3224","Madrugada",1,0.00671140939597315,"Muy bajo"
"5636","3224","Mañana",3,0.0201342281879195,"Bajo"
"5637","3224","Noche",1,0.00671140939597315,"Muy bajo"
"5638","3224","Tarde",4,0.0268456375838926,"Bajo"
"5639","3225","Madrugada",1,0.00671140939597315,"Muy bajo"
"5640","3225","Mañana",7,0.0469798657718121,"Bajo"
"5641","3225","Noche",1,0.00671140939597315,"Muy bajo"
"5642","3225","Tarde",4,0.0268456375838926,"Bajo"
"5643","3226","Madrugada",1,0.00671140939597315,"Muy bajo"
"5644","3226","Tarde",2,0.0134228187919463,"Bajo"
"5645","3227","Madrugada",3,0.0201342281879195,"Bajo"
"5646","3227","Mañana",4,0.0268456375838926,"Bajo"
"5647","3227","Noche",2,0.0134228187919463,"Bajo"
"5648","3227","Tarde",3,0.0201342281879195,"Bajo"
"5649","3228","Madrugada",2,0.0134228187919463,"Bajo"
"5650","3228","Mañana",5,0.0335570469798658,"Bajo"
"5651","3228","Noche",1,0.00671140939597315,"Muy bajo"
"5652","3228","Tarde",4,0.0268456375838926,"Bajo"
"5653","3229","Madrugada",1,0.00671140939597315,"Muy bajo"
"5654","3229","Noche",1,0.00671140939597315,"Muy bajo"
"5655","323","Madrugada",1,0.00671140939597315,"Muy bajo"
"5656","323","Mañana",1,0.00671140939597315,"Muy bajo"
"5657","323","Noche",3,0.0201342281879195,"Bajo"
"5658","323","Tarde",4,0.0268456375838926,"Bajo"
"5659","3230","Madrugada",2,0.0134228187919463,"Bajo"
"5660","3230","Mañana",1,0.00671140939597315,"Muy bajo"
"5661","3232","Madrugada",2,0.0134228187919463,"Bajo"
"5662","3232","Mañana",4,0.0268456375838926,"Bajo"
"5663","3232","Tarde",4,0.0268456375838926,"Bajo"
"5664","3233","Mañana",1,0.00671140939597315,"Muy bajo"
"5665","3233","Noche",1,0.00671140939597315,"Muy bajo"
"5666","3233","Tarde",3,0.0201342281879195,"Bajo"
"5667","3234","Tarde",1,0.00671140939597315,"Muy bajo"
"5668","3235","Madrugada",4,0.0268456375838926,"Bajo"
"5669","3235","Mañana",2,0.0134228187919463,"Bajo"
"5670","3235","Noche",3,0.0201342281879195,"Bajo"
"5671","3235","Tarde",3,0.0201342281879195,"Bajo"
"5672","3236","Madrugada",10,0.0671140939597315,"Moderado"
"5673","3236","Mañana",3,0.0201342281879195,"Bajo"
"5674","3236","Noche",1,0.00671140939597315,"Muy bajo"
"5675","3236","Tarde",2,0.0134228187919463,"Bajo"
"5676","3237","Madrugada",4,0.0268456375838926,"Bajo"
"5677","3237","Mañana",7,0.0469798657718121,"Bajo"
"5678","3237","Noche",2,0.0134228187919463,"Bajo"
"5679","3238","Madrugada",5,0.0335570469798658,"Bajo"
"5680","3238","Noche",4,0.0268456375838926,"Bajo"
"5681","3238","Tarde",5,0.0335570469798658,"Bajo"
"5682","3239","Madrugada",1,0.00671140939597315,"Muy bajo"
"5683","3239","Mañana",16,0.10738255033557,"Moderado"
"5684","3239","Noche",1,0.00671140939597315,"Muy bajo"
"5685","3239","Tarde",4,0.0268456375838926,"Bajo"
"5686","324","Mañana",3,0.0201342281879195,"Bajo"
"5687","3240","Madrugada",1,0.00671140939597315,"Muy bajo"
"5688","3240","Tarde",2,0.0134228187919463,"Bajo"
"5689","3241","Madrugada",4,0.0268456375838926,"Bajo"
"5690","3241","Mañana",1,0.00671140939597315,"Muy bajo"
"5691","3241","Noche",1,0.00671140939597315,"Muy bajo"
"5692","3242","Madrugada",5,0.0335570469798658,"Bajo"
"5693","3242","Mañana",1,0.00671140939597315,"Muy bajo"
"5694","3242","Noche",1,0.00671140939597315,"Muy bajo"
"5695","3243","Madrugada",1,0.00671140939597315,"Muy bajo"
"5696","3243","Mañana",2,0.0134228187919463,"Bajo"
"5697","3243","Noche",2,0.0134228187919463,"Bajo"
